"y","a","b","c","d","e"
122,0,130,1,3831,7
102,0,123,1,6101,3
109,NA,110,0,2497,4
122,0,125,0,8342,11
87,0,119,1,10258,10
87,0,118,0,6705,8
92,0,125,1,9375,1
112,0,131,1,3228,14
112,0,121,1,10953,18
92,0,121,1,5409,20
131,0,115,0,3230,14
112,0,122,0,919,16
142,0,116,1,7645,13
109,0,108,1,1890,12
109,0,112,1,8343,11
98,1,113,1,1,15
82,0,128,1,6102,3
87,1,112,1,1891,12
82,0,122,0,7646,13
92,NA,121,0,7647,13
120,0,118,0,7648,13
98,0,114,1,8821,6
112,0,131,1,920,16
142,0,111,0,7649,13
98,1,113,1,8344,11
122,0,124,0,488,5
102,1,124,0,46,15
109,0,118,0,4187,17
98,0,111,1,4188,17
102,0,124,0,4189,17
109,0,118,1,3232,14
82,0,130,1,3832,7
122,0,130,1,8803,6
87,0,108,0,2498,4
92,0,121,1,1892,12
131,0,113,1,6706,8
92,NA,122,0,7650,13
122,0,126,0,921,16
102,0,125,1,4754,21
112,0,129,0,3234,14
122,0,121,0,9376,1
163,0,128,1,3236,22
87,0,115,1,489,5
112,0,121,1,8345,11
77,0,115,1,10259,10
131,0,116,1,5958,20
131,0,110,0,8346,11
131,0,112,1,8822,6
77,0,115,0,922,16
98,0,108,1,923,16
92,0,121,0,925,16
87,0,110,0,7102,19
98,0,109,1,926,16
122,0,122,1,9782,9
98,0,116,0,7104,19
NA,0,131,1,9783,9
112,0,124,1,5412,20
131,0,109,1,928,16
153,0,110,0,8823,6
112,0,127,1,10261,10
109,1,112,1,5413,20
112,0,131,0,4191,17
87,0,116,0,9784,9
102,0,121,0,1893,12
102,0,124,1,7651,13
120,0,113,0,6707,8
142,1,109,0,576,5
92,1,130,0,6258,3
87,0,112,1,9469,1
112,0,129,0,6259,3
102,0,132,1,8470,11
122,0,125,0,582,5
92,1,125,0,9478,1
109,0,117,1,9901,9
102,0,129,1,7827,13
120,0,111,1,3927,7
109,0,109,0,4909,21
98,0,113,1,10389,10
102,1,123,1,4865,21
109,0,109,0,547,5
77,0,115,1,8734,11
98,NA,112,0,10390,10
120,0,109,1,7784,13
109,0,110,0,5552,20
122,0,124,1,9446,1
120,0,113,0,4322,17
87,0,118,1,7815,13
92,0,131,1,11549,2
109,0,108,0,4347,17
98,0,109,0,6761,8
109,0,109,1,4866,21
92,0,126,1,5553,20
109,0,112,1,1498,16
82,0,131,1,9868,9
102,0,122,1,10668,10
109,0,114,0,122,15
98,0,112,0,6228,3
98,0,118,1,3247,14
122,0,131,1,8915,6
102,0,128,0,3454,14
82,0,129,1,1166,16
109,0,115,0,10447,10
109,0,118,0,4922,21
120,1,116,0,11494,2
92,0,131,1,9447,1
102,0,131,0,11496,2
142,0,130,1,1116,16
92,1,128,1,6784,8
102,0,130,1,6785,8
77,1,119,1,2660,4
87,0,117,1,2661,4
102,0,122,1,8441,11
142,0,117,1,7785,13
142,0,120,0,9869,9
102,0,125,1,6762,8
98,0,115,0,9870,9
131,0,108,1,4348,17
120,0,109,0,4911,21
98,0,111,0,10432,10
163,0,131,1,1618,16
112,0,126,0,3072,4
109,NA,108,0,8916,6
131,0,111,0,10393,10
102,0,124,0,1117,16
120,0,116,1,1118,16
66,0,110,1,5555,20
87,0,111,1,4868,21
109,0,108,1,8442,11
122,0,123,0,8917,6
87,1,108,0,150,15
98,0,111,1,4913,21
109,0,108,0,4043,7
98,0,118,1,1168,16
120,0,109,1,1119,16
112,0,129,0,11498,2
112,0,131,1,1120,16
87,0,112,0,6229,3
98,0,114,1,2665,4
180,0,132,0,10905,10
82,1,123,1,1997,12
98,0,117,0,9449,1
142,0,126,0,123,15
92,0,123,0,5557,20
122,1,129,1,8918,6
87,0,114,1,146,15
122,0,131,1,4869,21
109,0,116,1,3594,14
87,0,118,1,1998,12
109,0,113,0,2666,4
77,1,108,1,549,5
87,0,108,1,1122,16
122,0,126,1,6764,8
98,1,118,0,7239,19
98,0,109,0,10395,10
NA,1,126,1,8920,6
92,1,128,0,1123,16
98,1,111,0,10448,10
82,0,122,0,8465,11
87,1,119,1,5834,20
82,0,126,0,9450,1
142,0,130,1,1124,16
92,0,126,0,1999,12
98,0,117,1,8921,6
92,0,121,1,550,5
87,0,111,1,10397,10
109,0,116,0,5560,20
102,0,125,0,4870,21
102,1,123,1,124,15
165,0,107,1,8922,6
112,0,131,0,4355,17
109,0,119,0,7816,13
120,1,119,0,2029,12
109,0,115,0,3381,14
142,0,129,0,4871,21
87,0,114,0,9451,1
102,0,122,1,1125,16
112,0,128,1,4872,21
87,0,116,0,5562,20
112,1,129,1,11024,18
82,NA,124,0,8923,6
92,0,127,0,8924,6
109,0,109,0,930,16
120,1,114,0,3718,14
87,1,110,0,7653,13
98,0,112,0,47,15
132,1,124,0,2500,4
87,0,108,1,9377,1
72,0,126,0,9785,9
87,0,110,1,2502,4
87,0,113,1,8206,13
98,0,110,1,931,16
98,0,114,1,4755,21
92,0,123,0,10893,10
112,0,121,0,8824,6
131,0,110,1,7655,13
122,0,120,1,932,16
131,0,115,1,11362,2
98,0,114,0,1894,12
102,0,131,1,3774,14
87,0,128,0,5415,20
109,0,117,0,933,16
98,0,119,1,3834,7
109,0,110,1,6103,3
83,1,107,1,4756,21
132,0,131,0,3614,14
87,0,109,0,934,16
102,0,123,1,9378,1
120,0,108,0,1895,12
131,0,109,1,4192,17
120,0,116,1,10263,10
120,0,108,0,7656,13
131,0,117,0,9786,9
98,0,110,1,7657,13
109,0,117,1,935,16
109,0,110,1,10954,18
122,0,121,1,10264,10
112,0,123,0,9787,9
120,0,117,0,2503,4
142,0,129,1,8825,6
112,0,125,1,11855,2
92,0,126,0,3240,14
112,0,124,1,8826,6
120,0,109,1,6104,3
92,0,129,1,5620,20
102,0,124,0,3241,14
92,0,128,1,2556,4
77,0,113,0,10265,10
131,0,108,0,4194,17
131,0,108,1,8347,11
92,0,121,0,7106,19
95,0,107,1,937,16
87,1,108,0,7658,13
131,0,118,0,3242,14
92,1,131,1,8348,11
120,0,109,1,4195,17
109,0,113,0,10266,10
77,0,112,1,8349,11
120,0,114,1,6708,8
120,0,110,1,10267,10
112,1,124,1,1896,12
112,1,125,1,8731,11
102,0,130,0,6105,3
NA,0,115,0,10268,10
92,1,125,0,49,15
112,0,130,1,8827,6
132,0,127,0,4196,17
164,0,116,1,9788,9
98,1,109,0,50,15
122,0,129,0,4459,17
109,0,109,0,8352,11
112,0,125,1,4198,17
66,0,109,0,8353,11
102,1,131,1,11598,2
109,0,117,1,1897,12
163,0,129,0,4757,21
98,1,114,0,2981,4
98,0,118,0,3757,14
131,0,111,0,4199,17
120,0,111,1,2505,4
102,0,130,1,52,15
109,0,108,0,4200,17
92,0,130,0,6106,3
98,1,108,1,8261,13
87,0,108,0,6107,3
122,1,130,1,7691,13
92,0,127,0,8828,6
131,0,113,0,4202,17
109,0,111,1,1898,12
112,0,128,1,3245,14
98,0,116,1,6186,3
109,0,113,1,8829,6
102,0,120,0,10269,10
109,0,118,1,3247,14
92,1,120,0,53,15
109,0,112,0,3249,14
66,0,108,0,54,15
87,0,112,0,10270,10
102,0,121,1,11366,2
112,0,131,1,11804,2
109,0,108,0,8354,11
109,0,118,1,3232,14
102,0,122,1,7108,19
102,0,129,1,6109,3
112,0,125,0,4203,17
122,0,130,1,4935,21
92,1,124,0,5417,20
102,0,126,0,3835,7
77,0,108,0,3836,7
120,1,116,0,2507,4
109,0,118,1,4759,21
132,0,121,0,11755,2
131,0,109,0,4204,17
131,1,108,0,11708,2
109,1,131,1,8355,11
82,NA,128,0,4760,21
102,0,121,1,7661,13
98,0,116,1,5419,20
98,0,110,0,2508,4
98,0,119,0,3621,14
98,0,108,0,938,16
112,0,128,0,4205,17
98,0,108,0,7110,19
98,0,117,1,6110,3
72,0,122,0,10272,10
102,1,131,1,11810,2
87,0,117,0,6111,3
120,0,117,1,10273,10
112,0,124,1,4761,21
142,0,108,0,4206,17
120,0,115,1,3469,14
120,0,116,1,3253,14
62,0,130,0,3904,7
112,0,129,1,7112,19
112,0,131,1,6112,3
109,0,108,0,7662,13
120,0,116,0,7663,13
131,0,109,1,490,5
92,0,121,1,11742,2
92,0,123,0,2509,4
109,0,118,1,7036,19
109,0,109,1,8831,6
163,0,127,1,5421,20
131,0,119,0,8830,6
87,0,114,0,7114,19
131,0,115,1,3255,14
77,1,116,0,55,15
142,0,128,0,1899,12
120,0,115,0,10259,10
109,0,119,0,11380,2
98,0,131,1,8356,11
109,0,112,0,56,15
98,1,108,1,10274,10
98,0,111,1,939,16
92,0,125,0,3256,14
120,0,108,0,940,16
98,1,117,0,8832,6
98,0,109,1,941,16
142,0,128,1,8475,11
98,1,112,0,7116,19
132,0,121,0,7118,19
109,0,114,1,4207,17
98,0,114,0,7120,19
122,0,126,1,9379,1
142,0,117,1,10955,18
112,0,131,0,7664,13
102,0,121,1,942,16
112,0,122,1,2510,4
122,0,127,1,9445,1
109,0,115,0,3270,14
NA,0,118,0,5631,20
102,0,129,1,8358,11
122,0,120,1,7096,19
87,0,107,0,4762,21
109,0,108,1,57,15
109,1,110,1,2511,4
98,0,119,0,5423,20
112,1,122,1,10275,10
132,0,124,0,11374,2
142,0,124,1,8359,11
142,0,111,0,10956,18
98,0,110,1,4208,17
112,0,125,1,2512,4
98,0,109,1,2514,4
122,0,131,1,11427,2
122,0,123,0,491,5
92,0,131,1,9789,9
92,0,131,0,9539,1
102,0,124,1,6113,3
122,0,124,1,1901,12
72,0,120,0,5425,20
112,0,131,1,943,16
102,0,125,0,1902,12
109,1,110,1,7122,19
122,0,123,0,9383,1
109,0,117,1,11640,2
120,0,108,1,11378,2
112,0,131,1,3650,14
112,0,128,1,5426,20
112,0,122,0,11711,2
109,0,114,0,4763,21
98,0,118,0,2515,4
105,0,132,1,59,15
109,1,109,0,2596,4
109,0,116,0,1442,16
92,0,127,1,10276,10
112,0,124,0,4209,17
109,0,110,0,8361,11
122,0,131,1,2518,4
102,0,121,0,8362,20
132,0,126,1,10277,10
120,0,112,0,10279,10
98,0,118,1,3259,14
109,0,111,0,5655,20
92,0,130,1,9790,9
105,0,132,0,3189,14
120,0,110,0,2520,4
120,0,112,1,2519,4
112,0,124,0,8833,6
92,1,126,1,3503,14
102,0,131,0,492,5
112,NA,128,0,10957,18
142,0,128,0,6115,13
87,1,115,1,10280,10
109,0,119,0,11380,2
82,0,128,0,10282,10
98,0,117,0,8364,11
132,0,131,0,7124,19
122,0,124,1,7665,13
109,0,118,1,10283,10
98,0,119,0,5477,20
142,1,123,0,8835,6
82,0,122,0,11381,2
120,1,113,1,10958,4
87,1,118,1,10284,10
142,0,130,0,3262,14
102,0,125,1,4764,21
92,1,129,1,7666,13
120,0,119,1,4210,17
120,0,108,1,3839,7
131,0,109,0,7667,13
87,1,118,0,9384,1
120,0,118,1,5429,20
142,0,124,1,3840,7
102,0,124,1,4212,17
109,0,115,1,4765,21
96,0,131,1,945,16
92,0,130,1,3264,14
112,0,131,1,4213,17
82,0,120,1,8836,6
82,1,124,1,5431,20
122,0,125,0,3266,14
102,0,124,0,4189,17
102,0,131,1,2521,4
102,0,130,1,3683,14
82,0,129,0,493,5
122,0,124,1,9792,9
112,0,126,1,3861,7
98,1,111,1,2522,4
164,0,131,1,10285,10
120,1,110,1,10286,10
120,0,119,1,9793,9
120,0,116,1,8837,6
109,0,110,1,2523,4
98,0,110,1,947,16
146,0,108,0,1186,16
92,0,122,0,2698,4
109,0,108,0,7817,13
87,0,110,0,2667,4
153,0,130,0,10398,10
122,1,131,1,125,15
109,0,109,1,551,5
98,0,116,1,10399,10
109,0,117,1,10400,10
92,0,129,1,10401,10
131,0,113,1,8925,6
82,1,120,0,2000,12
87,0,108,0,6230,3
98,1,108,1,2669,4
66,0,110,0,2002,12
112,0,131,1,7786,13
NA,0,120,0,11500,2
87,0,116,0,10433,10
87,0,119,0,7818,13
120,0,112,1,10434,10
92,0,125,0,1007,16
92,0,127,1,2003,12
98,0,110,0,9452,1
92,1,127,0,5564,20
132,0,131,1,9871,9
92,0,120,1,11025,18
98,0,117,0,8926,6
102,0,120,0,7241,19
87,0,115,0,7787,13
109,1,110,1,7828,13
92,0,121,0,6270,3
112,0,120,0,2030,12
98,0,116,0,2031,12
109,0,110,1,2699,4
77,0,113,1,2032,12
77,0,108,1,9480,1
131,0,117,1,2700,4
92,0,127,1,6260,3
87,0,108,0,10435,10
120,1,113,1,7829,13
132,1,130,0,577,5
112,0,124,1,10402,10
109,0,115,1,4873,21
98,0,115,0,6231,3
102,0,131,1,7243,19
77,0,118,0,6765,8
102,0,128,0,7245,19
87,0,131,0,9474,1
112,0,121,1,11501,2
109,0,110,1,4874,21
87,0,108,0,8443,11
112,0,123,1,8927,6
109,0,108,1,4323,17
112,0,131,1,11715,2
92,1,129,0,7175,19
109,1,113,1,3383,14
82,0,121,0,2005,12
120,0,119,0,8471,11
122,0,120,1,6261,3
102,0,127,0,8928,6
118,0,107,0,8391,11
92,0,125,0,10403,10
112,0,129,1,4099,7
98,1,118,0,5729,20
98,0,115,1,1126,16
82,1,123,0,553,5
102,0,125,1,3724,14
87,0,112,0,10436,10
122,NA,130,0,147,15
132,NA,129,1,9872,9
87,1,111,0,8444,11
109,0,109,0,2451,4
98,0,115,1,4875,21
109,0,109,0,2670,4
122,0,129,1,1169,16
92,0,128,0,2701,4
112,1,129,0,2033,12
142,0,114,0,2006,12
109,0,117,1,11026,18
102,1,131,1,6336,3
112,0,121,0,8929,6
109,0,110,1,11027,18
98,NA,113,0,11028,18
112,0,120,1,3386,14
92,NA,130,0,1170,16
112,0,127,0,11447,2
109,0,117,0,10404,10
132,1,126,0,8930,6
112,0,126,0,554,5
112,0,125,1,10405,10
102,0,122,0,5566,20
109,0,115,1,5567,20
98,0,114,1,6233,3
92,0,121,1,5594,20
87,0,108,0,10437,10
122,NA,123,0,578,5
NA,0,131,0,151,15
131,0,113,0,1127,16
109,0,118,1,3598,14
82,0,117,0,2007,12
92,NA,128,0,11504,2
112,0,126,0,2671,4
98,1,110,0,126,15
98,0,113,0,102,15
98,0,118,1,555,5
NA,0,113,0,4876,21
109,1,113,0,5569,20
112,0,120,1,385,15
102,1,131,0,9453,1
120,1,111,0,5432,20
87,0,111,1,1903,12
102,1,127,0,10959,18
120,0,110,1,4214,17
98,NA,114,1,6709,8
109,0,119,0,6710,8
109,0,112,0,7669,13
102,0,131,0,9385,1
102,0,123,1,2524,4
120,0,118,1,9387,1
109,1,111,1,7670,13
98,0,113,0,5678,20
98,0,114,0,7126,19
109,0,108,1,4215,17
120,0,110,0,5965,20
122,0,131,1,4216,17
87,0,117,1,4766,21
98,0,111,0,4767,21
112,0,127,0,9794,9
102,0,124,1,9388,1
109,0,110,1,2526,4
112,0,125,1,4768,21
112,0,120,1,948,16
98,0,110,0,4769,21
102,0,131,1,949,16
109,0,117,1,950,16
98,0,113,1,60,15
142,0,131,1,8365,11
120,1,115,0,2528,4
92,0,123,0,4770,21
120,0,115,1,4217,17
92,0,126,0,61,15
109,0,110,1,4771,21
98,0,114,1,494,5
109,0,110,1,8838,6
109,0,109,0,8366,11
82,1,131,0,5818,20
87,0,113,0,5436,20
132,1,130,1,4772,21
NA,0,127,0,4773,21
120,0,108,1,4218,17
131,0,119,1,3842,7
109,0,118,0,8839,6
122,0,129,0,11438,2
131,0,111,1,495,5
92,1,127,0,8367,11
102,1,130,1,3740,14
102,0,131,1,1734,16
102,1,130,1,10287,10
82,1,131,0,2529,4
120,0,116,1,3269,14
87,0,108,1,1822,16
109,0,111,1,7671,13
87,0,111,1,7672,13
102,0,129,1,9796,9
102,0,121,1,496,5
98,0,110,0,2530,4
120,0,115,0,3270,14
134,0,132,0,3843,7
112,0,123,0,9797,9
120,0,108,1,7673,18
142,0,130,0,8369,11
122,0,120,0,953,16
98,0,114,1,6116,3
109,1,117,1,8368,11
112,0,130,0,5855,20
102,0,127,1,954,16
102,0,131,1,816,5
122,0,122,0,2532,4
109,NA,109,0,8840,6
102,0,131,0,8370,11
122,0,131,1,7614,13
112,0,123,0,8371,11
109,0,109,1,8359,11
102,0,123,1,11384,2
98,1,118,1,3769,14
109,0,108,0,955,16
98,0,116,0,2534,4
87,0,112,0,10288,10
153,1,130,0,3272,14
109,0,116,1,6117,3
132,0,123,1,7128,19
77,0,112,0,3844,7
77,1,116,0,8372,11
102,0,124,1,6118,3
142,0,108,0,10960,18
87,0,114,0,7130,19
72,0,128,0,4774,21
112,0,127,1,4775,21
122,1,124,1,7674,13
92,0,126,1,10289,10
87,1,119,0,4220,17
102,0,130,0,6119,3
92,0,130,1,5439,20
98,0,111,1,6120,3
120,0,108,0,4221,17
102,0,120,1,3793,14
98,0,108,0,11790,16
102,0,120,1,4222,17
102,0,124,0,10290,10
92,NA,126,0,5441,20
98,0,112,0,10961,18
120,0,109,1,4148,17
95,0,109,1,10291,10
92,0,128,1,8373,11
109,0,118,0,3846,7
118,0,107,1,4777,21
112,0,125,0,10963,18
102,0,121,1,62,15
120,0,117,1,10292,10
109,0,112,1,7675,13
131,0,109,1,7676,13
109,0,116,1,9389,1
98,0,117,0,10964,18
92,0,122,0,956,16
109,0,109,0,8374,11
82,0,123,0,1904,12
132,0,120,1,9798,9
142,1,108,1,4224,17
122,0,124,1,3847,7
112,0,124,1,498,5
112,0,121,0,5470,20
98,0,116,1,5443,20
82,0,120,1,5628,20
87,1,109,1,2536,4
112,0,129,1,3738,14
NA,0,125,0,5908,20
109,0,116,0,7132,19
122,0,131,1,9738,1
92,0,129,1,9391,1
109,0,112,1,10965,18
102,0,126,0,957,16
92,1,128,1,499,5
87,0,118,0,7133,19
82,0,121,0,5446,20
87,0,117,0,11386,2
109,1,108,1,11811,2
102,0,126,1,1093,16
82,0,122,1,1905,12
112,0,125,1,4225,17
92,0,120,0,6122,3
87,0,114,1,6123,3
102,0,125,1,6124,3
109,1,109,0,959,16
98,0,113,1,8842,6
102,0,122,0,11389,2
92,0,123,1,7135,19
98,0,110,0,9799,9
92,1,131,1,7740,13
102,0,131,1,5183,21
112,0,131,1,6711,8
98,0,116,0,9415,1
98,0,117,1,11391,2
120,0,109,1,4779,21
120,0,113,1,6713,8
98,NA,113,0,4781,21
72,1,128,1,5343,20
77,0,119,0,2538,4
98,0,111,1,8843,6
98,0,108,1,6715,8
98,1,116,1,11492,2
92,0,124,1,6125,3
142,0,127,1,4226,17
120,0,108,0,960,16
131,0,113,1,2539,4
87,1,114,0,8375,11
122,0,123,1,7137,19
87,0,112,1,38,15
109,0,117,0,7678,13
98,1,110,1,500,5
122,0,125,0,2541,4
98,0,114,0,5447,20
102,0,120,1,962,16
109,0,118,1,7679,13
112,0,126,0,7680,13
98,0,115,1,6126,3
112,1,124,1,2542,4
102,0,130,0,6716,8
120,0,115,1,5449,20
87,0,109,1,963,16
109,0,111,1,6717,8
102,0,129,0,2580,4
92,0,126,0,6718,8
NA,0,120,0,8845,6
82,0,126,1,7681,13
112,1,125,1,4228,17
131,0,117,1,8846,6
122,0,128,1,10966,18
120,0,119,1,4210,17
112,0,122,1,8376,11
98,0,109,0,10293,10
112,0,128,0,1906,12
131,0,109,0,664,5
102,1,121,1,9800,9
112,0,128,0,6719,8
102,0,127,0,4229,17
92,1,131,1,43,15
109,0,114,0,502,5
115,0,132,1,10967,18
109,1,118,1,3276,14
87,0,112,1,1674,16
82,0,122,0,9393,1
109,0,118,1,4874,21
131,0,117,0,5944,20
122,0,129,1,10294,10
109,1,117,1,63,15
132,0,129,1,1907,12
120,0,110,0,10969,18
142,0,117,0,5711,20
82,0,126,1,64,15
112,0,124,1,7683,13
98,0,115,0,7682,13
120,0,115,0,3848,7
98,0,115,0,6127,3
82,0,130,1,11393,2
109,0,117,0,6128,3
55,0,117,0,1909,12
102,0,126,0,8847,6
120,0,117,0,3575,14
109,NA,114,0,7139,19
112,0,126,1,5453,20
87,0,116,1,7141,19
98,0,117,0,6720,8
98,0,108,0,2544,4
92,0,125,0,1911,12
87,0,113,0,10970,18
102,0,115,0,6722,8
142,0,119,1,1563,16
112,0,122,1,8736,11
95,1,107,1,1912,12
92,0,131,0,5454,20
77,0,111,0,3849,7
120,0,118,1,966,16
112,0,123,1,3279,14
87,0,108,0,9395,1
92,0,131,1,6049,3
109,1,118,1,2545,4
183,0,131,0,65,15
102,0,126,0,4830,21
109,0,111,0,3262,14
112,1,120,1,8849,6
122,0,127,1,8378,11
109,0,119,1,7143,19
98,0,110,1,967,16
102,0,121,1,4784,22
98,0,119,0,11395,2
122,0,120,1,5712,20
109,0,108,1,4230,17
120,0,118,0,11397,2
109,0,118,0,10971,18
153,0,108,1,4231,17
102,0,131,1,66,15
92,0,124,0,1913,12
102,0,121,0,7684,13
109,0,109,1,969,16
92,0,128,0,5856,20
142,0,130,0,8379,11
98,0,115,1,7288,19
112,0,128,1,473,5
109,0,110,1,1171,16
142,0,125,0,9903,9
112,0,129,1,1172,16
120,0,110,0,4878,21
142,0,116,0,556,5
82,0,120,0,11029,18
66,0,110,1,2672,4
102,0,120,1,4324,17
92,0,131,1,3389,14
109,0,117,1,4879,21
112,0,122,0,7247,19
98,0,116,0,7104,19
120,1,114,0,11030,18
92,0,120,0,6234,3
112,0,122,1,7248,19
102,0,120,0,5570,20
92,0,129,0,10228,10
112,0,129,0,3615,14
102,0,120,0,148,15
98,1,117,0,5893,20
92,0,124,0,11048,18
109,0,116,1,6790,8
87,0,108,1,2257,12
102,0,122,0,2673,4
109,0,109,0,11473,2
142,0,127,1,8446,11
112,0,122,0,1319,16
109,0,111,1,4325,17
102,0,124,0,7788,13
105,0,132,1,8008,13
98,0,109,1,128,15
102,0,122,1,8931,6
98,0,112,1,7831,13
102,0,131,0,4174,17
131,0,108,1,557,5
112,0,124,0,4326,17
98,1,118,0,2674,4
142,0,108,1,2675,4
82,0,121,0,3327,14
98,0,111,0,10195,10
109,0,112,0,6235,3
131,0,114,0,1129,16
106,0,107,1,6236,3
92,0,125,0,9907,9
131,0,118,1,7819,13
120,0,118,1,3916,7
98,0,119,0,7250,19
98,0,108,1,9454,1
98,0,116,1,4880,21
102,0,126,1,4327,17
122,1,124,0,8447,11
109,0,113,1,6766,8
102,0,126,1,8932,6
102,0,129,0,7820,13
NA,0,111,1,9904,9
142,0,131,1,6767,8
122,0,123,0,7251,19
122,0,120,0,7790,13
112,0,124,1,8448,11
82,0,131,1,8933,6
120,0,119,1,559,5
109,0,111,0,2676,4
142,0,117,0,7253,19
98,1,118,0,7255,19
122,0,131,0,11506,2
102,1,124,1,3390,14
98,0,110,1,9909,9
109,0,108,0,7821,13
92,0,126,0,4914,21
87,1,110,0,11672,2
92,0,131,0,10433,10
112,0,127,0,3404,14
132,0,123,1,9455,1
122,0,127,1,5571,20
132,0,125,0,9873,9
132,NA,131,1,11031,18
109,0,110,0,3903,7
109,0,109,0,6262,3
92,0,128,0,4916,21
120,0,114,1,1130,16
131,0,115,1,10407,10
109,0,113,0,7059,19
164,0,114,1,9456,1
112,0,125,1,8934,6
131,0,108,0,1418,16
112,0,127,1,11032,18
112,0,125,1,1460,16
92,0,129,0,10408,10
102,1,121,0,130,15
112,0,121,0,8867,6
112,0,124,0,8957,6
87,0,112,1,7276,19
87,0,110,0,153,15
98,0,119,1,6237,3
112,0,128,0,7791,13
98,1,116,1,5572,20
112,0,121,1,6029,20
120,0,116,1,7792,13
120,0,108,0,6768,8
120,0,117,1,5597,20
102,0,126,0,3417,14
120,0,115,0,8952,6
131,0,118,0,8958,6
109,0,113,1,4917,21
109,0,116,0,3904,7
98,0,108,0,3905,7
132,0,128,0,6769,8
98,0,108,1,2677,4
142,0,128,0,3392,14
120,0,116,0,2678,4
153,0,129,1,6770,8
109,0,111,1,1133,16
92,0,125,0,5481,20
122,0,130,0,11641,2
112,0,128,1,3344,14
122,0,131,1,9908,9
106,0,107,0,4881,21
82,0,130,0,1134,16
112,0,120,1,3907,7
120,0,113,0,4883,22
122,0,122,0,11508,2
102,1,130,1,8449,11
102,0,130,0,6238,3
98,0,115,0,2009,12
92,0,127,1,6239,3
98,0,110,1,11033,18
120,0,108,1,2546,4
82,0,126,1,4785,21
102,0,126,1,1914,12
98,0,112,0,11399,2
142,0,131,0,5061,21
131,0,108,0,7685,13
120,0,119,0,4232,17
105,1,131,0,2547,4
105,0,131,0,2548,4
72,NA,127,0,503,5
120,0,113,1,971,16
122,0,126,0,4787,21
142,0,117,0,5457,20
102,0,121,1,10295,10
92,0,130,1,10296,10
92,1,129,1,2549,4
122,0,129,1,972,16
87,0,117,0,4788,21
120,0,109,1,7687,13
92,0,130,0,3305,14
131,0,109,1,1915,12
122,0,127,0,9801,9
98,0,117,1,3851,7
109,0,115,0,9396,1
102,0,120,1,9802,9
92,0,121,1,7145,19
87,0,116,0,5459,20
98,0,117,1,8850,6
102,0,127,1,5461,20
82,0,129,0,67,15
120,0,117,1,5462,20
98,0,119,0,5463,20
87,0,114,1,10297,10
98,1,114,0,5464,20
82,0,131,1,5331,21
120,0,117,0,3359,14
122,0,131,0,3283,14
105,0,132,0,11401,2
109,0,114,0,7147,19
92,0,120,0,4790,21
92,0,129,0,10972,18
112,0,131,1,565,5
132,0,127,0,4233,17
92,0,121,1,2550,4
92,0,123,0,973,16
87,0,119,0,6723,8
NA,1,120,1,8380,11
131,0,115,1,10973,18
120,0,118,0,5552,20
92,0,131,0,7499,19
98,NA,109,1,10298,10
92,0,126,0,1916,12
92,0,123,1,7688,13
112,NA,121,0,505,5
112,0,131,0,7151,19
122,0,127,0,974,16
112,0,120,1,2551,4
102,1,126,1,10299,10
98,0,118,1,8381,11
98,0,119,1,68,15
98,0,108,0,10300,10
122,0,120,0,6724,8
112,0,120,0,5466,20
77,0,114,1,9397,1
112,0,122,1,4792,21
98,0,112,0,6129,3
109,1,108,1,8851,6
92,0,126,0,10301,10
132,0,130,0,3946,7
82,0,129,0,3849,7
153,0,114,0,4234,17
98,0,115,0,9803,9
122,0,121,0,7689,13
109,0,113,1,6130,3
82,0,121,1,507,5
153,0,107,0,8382,11
109,0,110,1,506,5
120,0,118,1,975,16
98,0,118,0,11581,2
109,0,119,0,4793,21
131,0,115,1,10302,10
87,0,108,0,10974,18
92,0,123,1,6725,8
87,0,112,0,69,15
87,1,108,1,10303,10
102,0,125,1,9804,9
131,0,108,0,2552,4
92,1,126,0,3285,14
87,0,108,1,2553,4
109,0,108,1,976,16
92,1,131,1,7153,19
92,1,122,0,7690,13
98,0,107,0,2555,4
142,0,109,0,6726,8
98,0,110,1,9805,9
98,0,110,0,10304,10
122,0,125,1,4235,17
82,1,127,1,71,15
92,1,120,0,10305,10
112,0,124,1,1918,12
92,0,121,0,508,5
102,1,130,1,7691,13
82,0,122,0,8852,6
132,0,129,1,3287,14
98,1,109,1,4794,21
98,0,116,1,8383,11
92,1,123,0,5467,20
109,0,116,1,6131,3
112,0,120,1,8384,11
98,0,118,1,815,5
NA,0,111,1,9806,9
112,0,127,0,977,16
112,0,128,0,4795,21
122,0,125,0,4237,17
131,0,114,0,7692,13
98,0,109,1,2556,4
102,0,109,0,510,5
109,0,117,1,6132,3
120,0,115,1,3853,7
98,0,108,0,9398,1
102,0,129,1,7693,13
109,1,116,1,8385,11
132,0,128,1,7694,13
120,0,109,1,4796,21
102,0,128,1,2557,4
92,0,125,0,8853,6
120,0,115,1,8854,6
105,0,132,0,9808,9
106,0,107,0,7696,13
102,0,120,1,1920,12
102,0,125,1,1649,16
102,0,124,0,11374,2
82,0,126,0,10306,10
109,0,111,0,9809,9
142,0,123,1,3854,7
120,0,110,1,4238,17
131,0,117,0,10307,10
112,0,123,0,11404,2
98,0,116,0,5468,20
98,0,108,0,7697,13
112,NA,127,1,4239,17
109,0,109,1,8386,11
102,0,120,1,4798,21
122,0,131,0,8387,11
